Product	Voltage	pressure	pH	TOF_Coverage
CH3CH2OH_g	-1.6611111111111112	-3.0	6.8	3.581329338207641e-05
CH3CH2OH_g	-1.6525252525252525	-3.0	6.8	4.633131059502478e-05
CH3CH2OH_g	-1.643939393939394	-3.0	6.8	5.939646961545836e-05
CH3CH2OH_g	-1.6353535353535356	-3.0	6.8	7.541795227058224e-05
CH3CH2OH_g	-1.6267676767676769	-3.0	6.8	9.480283309316324e-05
CH3CH2OH_g	-1.6181818181818182	-3.0	6.8	0.0001195393907187
CH3CH2OH_g	-1.6095959595959597	-3.0	6.8	0.0001532091303254
CH3CH2OH_g	-1.6010101010101012	-3.0	6.8	0.0001973130234561
CH3CH2OH_g	-1.5924242424242423	-3.0	6.8	0.0002546618768635
CH3CH2OH_g	-1.5838383838383838	-3.0	6.8	0.0003290163748278
CH3CH2OH_g	-1.5752525252525251	-3.0	6.8	0.0004252335893581
CH3CH2OH_g	-1.5666666666666669	-3.0	6.8	0.0005495232542398
CH3CH2OH_g	-1.5580808080808082	-3.0	6.8	0.0007097737196488
CH3CH2OH_g	-1.5494949494949497	-3.0	6.8	0.0009159443607425
CH3CH2OH_g	-1.540909090909091	-3.0	6.8	0.0011805235184521
CH3CH2OH_g	-1.5323232323232323	-3.0	6.8	0.0015190456376757
CH3CH2OH_g	-1.5237373737373738	-3.0	6.8	0.001950650464027
CH3CH2OH_g	-1.5151515151515151	-3.0	6.8	0.0024986502355645
CH3CH2OH_g	-1.5065656565656569	-3.0	6.8	0.0031910465706085
CH3CH2OH_g	-1.4979797979797982	-3.0	6.8	0.0040609065054628
CH3CH2OH_g	-1.4893939393939395	-3.0	6.8	0.0051464677249299
CH3CH2OH_g	-1.4808080808080808	-3.0	6.8	0.0064908003903261
CH3CH2OH_g	-1.4722222222222223	-3.0	6.8	0.0081408161560598
CH3CH2OH_g	-1.4636363636363638	-3.0	6.8	0.0095753494373688
CH3CH2OH_g	-1.4550505050505051	-3.0	6.8	0.0104913609290865
CH3CH2OH_g	-1.4464646464646465	-3.0	6.8	0.0112798069060856
CH3CH2OH_g	-1.437878787878788	-3.0	6.8	0.0119005460430507
CH3CH2OH_g	-1.4292929292929295	-3.0	6.8	0.0123235704925868
CH3CH2OH_g	-1.4207070707070708	-3.0	6.8	0.0125315402864544
CH3CH2OH_g	-1.412121212121212	-3.0	6.8	0.0125203098885092
CH3CH2OH_g	-1.4035353535353536	-3.0	6.8	0.0122985928979781
CH3CH2OH_g	-1.394949494949495	-3.0	6.8	0.0118866582822827
CH3CH2OH_g	-1.3863636363636365	-3.0	6.8	0.0113130568990411
CH3CH2OH_g	-1.3777777777777778	-3.0	6.8	0.0106115631609457
CH3CH2OH_g	-1.3691919191919193	-3.0	6.8	0.0098181501834684
CH3CH2OH_g	-1.3606060606060606	-3.0	6.8	0.008968280588859
CH3CH2OH_g	-1.352020202020202	-3.0	6.8	0.0080947089625484
CH3CH2OH_g	-1.3434343434343434	-3.0	6.8	0.0072259032763131
CH3CH2OH_g	-1.334848484848485	-3.0	6.8	0.0063851095847904
CH3CH2OH_g	-1.3262626262626265	-3.0	6.8	0.0055900127873726
CH3CH2OH_g	-1.3176767676767678	-3.0	6.8	0.0048528928151349
CH3CH2OH_g	-1.309090909090909	-3.0	6.8	0.0041811448984885
CH3CH2OH_g	-1.3005050505050506	-3.0	6.8	0.0035780251832265
CH3CH2OH_g	-1.291919191919192	-3.0	6.8	0.0030434951476241
CH3CH2OH_g	-1.2833333333333334	-3.0	6.8	0.0025750633754649
CH3CH2OH_g	-1.2747474747474747	-3.0	6.8	0.0021685538435321
CH3CH2OH_g	-1.2661616161616165	-3.0	6.8	0.0018187596938452
CH3CH2OH_g	-1.2575757575757576	-3.0	6.8	0.0015199663459094
CH3CH2OH_g	-1.248989898989899	-3.0	6.8	0.001266345922623
CH3CH2OH_g	-1.2404040404040404	-3.0	6.8	0.0010522362943905
